request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_226,157000.0,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,Pay INR 157000 today while keeping the minimum balance protected.
request_227,42755.0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-06-20; the INR 62900 minimum is not protected.
request_228,10557350.0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-04-30; the IDR 26191200 minimum is not protected.
request_229,727.52,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-05-23; the EUR 1000 minimum is not protected.
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.6,2025-08-06,none,Pay EUR 3537.6 today while keeping the minimum balance protected.
request_231,35706.0,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-03,none,Use 3 installments of ZAR 12378.08; the minimum balance remains protected.
request_232,1869.4,affordable_later,wait,2024-06-15:1970.1,2024-06-15,none,"Wait until 2024-06-15, when the full EUR 1970.1 payment is safe."
request_233,6241000.0,affordable_with_plan,installments,2025-11-14:3245320|2025-12-15:3245320,2025-11-07,none,Use 2 installments of IDR 3245320; the minimum balance remains protected.
request_234,528.6,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-09-15; the EUR 700 minimum is not protected.
request_235,967.2,affordable_now,full_payment,2024-09-06:967.2,2024-09-06,none,Pay USD 967.2 today while keeping the minimum balance protected.
request_236,14404850.0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-02-23; the IDR 16768600 minimum is not protected.
request_237,23826000.0,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,Pay IDR 23826000 today while keeping the minimum balance protected.
request_238,663.6,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,Use 3 installments of USD 230.05; the minimum balance remains protected.
request_239,642.0,affordable_now,full_payment,2025-05-04:642,2025-05-04,none,Pay USD 642 today while keeping the minimum balance protected.
request_240,37400.0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-03-20; the INR 52800 minimum is not protected.
request_241,21052000.0,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,Use 3 installments of IDR 7298026.67; the minimum balance remains protected.
request_242,369.4,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-08-25; the EUR 600 minimum is not protected.
request_243,17468.0,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,Pay ZAR 17468 today while keeping the minimum balance protected.
request_244,49918.0,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,Pay ZAR 49918 today while keeping the minimum balance protected.
request_245,65760.0,affordable_later,wait,2025-11-15:128500,2025-11-15,none,"Wait until 2025-11-15, when the full INR 128500 payment is safe."
request_246,64086.0,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,Use 3 installments of ZAR 22216.48; the minimum balance remains protected.
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.3,2024-09-05,none,Pay EUR 1059.3 today while keeping the minimum balance protected.
request_248,1507.36,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-04-28; the USD 1300 minimum is not protected.
request_249,342.4,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-03-15; the USD 600 minimum is not protected.
request_250,28820.0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-01-18; the ZAR 35300 minimum is not protected.
request_251,1513.6,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-06-06; the EUR 1300 minimum is not protected.
request_252,9110500.0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-09-15; the IDR 15152200 minimum is not protected.
request_253,2143.57,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-06-01; the EUR 2300 minimum is not protected.
request_254,1759.6,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-10-15; the USD 2500 minimum is not protected.
request_255,3345000.0,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,Pay IDR 3345000 today while keeping the minimum balance protected.
request_256,218700.0,affordable_with_plan,installments,2024-06-10:75816|2024-07-11:75816|2024-08-11:75816,2024-06-03,none,Use 3 installments of INR 75816; the minimum balance remains protected.
request_257,1085.2,affordable_later,wait,2025-11-15:1352.4,2025-11-15,none,"Wait until 2025-11-15, when the full USD 1352.4 payment is safe."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,none,Pay USD 1113.6 today while keeping the minimum balance protected.
request_259,627.3,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-11-15; the EUR 600 minimum is not protected.
request_260,13522300.0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-04-18; the IDR 20727700 minimum is not protected.
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,Pay EUR 1830.4 today while keeping the minimum balance protected.
request_262,9236000.0,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,Pay IDR 9236000 today while keeping the minimum balance protected.
request_263,13750.0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-06-15; the ZAR 24100 minimum is not protected.
request_264,39795.0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-06-15; the INR 59500 minimum is not protected.
request_265,45970.0,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,Pay INR 45970 today while keeping the minimum balance protected.
request_266,935.0,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-03,none,Use 3 installments of EUR 324.13; the minimum balance remains protected.
request_267,1925.0,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-01-05,none,Use 3 installments of EUR 667.33; the minimum balance remains protected.
request_268,1512.52,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-08-15; the EUR 1400 minimum is not protected.
request_269,15490.0,affordable_now,full_payment,2025-11-04:15490,2025-11-04,none,Pay ZAR 15490 today while keeping the minimum balance protected.
request_270,535.4,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-08-30; the USD 1400 minimum is not protected.
request_271,84760.0,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-11-15; the INR 58200 minimum is not protected.
request_272,8815924.0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-04-10; the IDR 7508600 minimum is not protected.
request_273,13372200.0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-06-15; the IDR 18774600 minimum is not protected.
request_274,2713.7,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2024-12-04,none,Use 3 installments of EUR 940.75; the minimum balance remains protected.
request_275,15884000.0,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,Pay IDR 15884000 today while keeping the minimum balance protected.
